STATISTIC,Statistic Label,Year,Y/Month,C02431V02938,Meteorological Weather Station,UNIT,AVERAGE MAX. TEMPERATURE,AVERAGE MIN. TEMPERATURE,MEAN TEMPERATURE,MAX TEMPERATURE,MIN TEMPERATURE
MTM02C1,Average Maximum Temperature,1958,1958M01,1,Belmullet,Degrees C,8.2,3.5,5.9,12.8,-4.8
MTM02C1,Average Maximum Temperature,1958,1958M01,2,Birr,Degrees C,7.8,2.1,5,13.3,-5.8
MTM02C1,Average Maximum Temperature,1958,1958M01,3,Valentia-Observatory,Degrees C,9.7,4.5,7.1,13.4,-7.2
MTM02C1,Average Maximum Temperature,1958,1958M01,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M01,5,Claremorris,Degrees C,7.4,1.4,4.4,13.2,-9.6
MTM02C1,Average Maximum Temperature,1958,1958M01,6,Clones,Degrees C,6.7,0.9,3.8,13.1,-8.8
MTM02C1,Average Maximum Temperature,1958,1958M01,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M01,8,DublinAirport,Degrees C,7.5,1.9,4.7,12.4,-7
MTM02C1,Average Maximum Temperature,1958,1958M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M01,10,Kilkenny,Degrees C,8,1.3,4.7,12.4,-9.1
MTM02C1,Average Maximum Temperature,1958,1958M01,11,Malin-Head,Degrees C,7.5,2.9,5.2,13.4,-3.2
MTM02C1,Average Maximum Temperature,1958,1958M01,12,Mullingar,Degrees C,7,1.2,4.1,12.7,-8.8
MTM02C1,Average Maximum Temperature,1958,1958M01,13,Roches-Point,Degrees C,8.9,4.4,6.7,12.8,-3.8
MTM02C1,Average Maximum Temperature,1958,1958M01,14,Rosslare,Degrees C,8.3,3.4,5.9,11.7,-5.1
MTM02C1,Average Maximum Temperature,1958,1958M01,15,Shannon-Airport,Degrees C,8.4,2.7,5.6,13.3,-6.1
MTM02C1,Average Maximum Temperature,1958,1958M02,1,Belmullet,Degrees C,8.8,4.1,6.5,12.3,-1.7
MTM02C1,Average Maximum Temperature,1958,1958M02,2,Birr,Degrees C,8.7,2.8,5.8,14,-2.9
MTM02C1,Average Maximum Temperature,1958,1958M02,3,Valentia-Observatory,Degrees C,10.6,5.3,8,14.4,-1.8
MTM02C1,Average Maximum Temperature,1958,1958M02,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M02,5,Claremorris,Degrees C,8.3,2.4,5.4,12,-4.6
MTM02C1,Average Maximum Temperature,1958,1958M02,6,Clones,Degrees C,7.8,1.9,4.9,11.8,-5.1
MTM02C1,Average Maximum Temperature,1958,1958M02,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M02,8,DublinAirport,Degrees C,8.2,2.8,5.5,13.5,-3.1
MTM02C1,Average Maximum Temperature,1958,1958M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M02,10,Kilkenny,Degrees C,9.1,2.9,6,13.6,-3.2
MTM02C1,Average Maximum Temperature,1958,1958M02,11,Malin-Head,Degrees C,7.8,3.2,5.5,11.1,-2.6
MTM02C1,Average Maximum Temperature,1958,1958M02,12,Mullingar,Degrees C,8,2.2,5.1,13.6,-3.9
MTM02C1,Average Maximum Temperature,1958,1958M02,13,Roches-Point,Degrees C,10.1,5.3,7.7,12.5,0.4
MTM02C1,Average Maximum Temperature,1958,1958M02,14,Rosslare,Degrees C,9.4,4.9,7.2,12.3,0.2
MTM02C1,Average Maximum Temperature,1958,1958M02,15,Shannon-Airport,Degrees C,9.5,3.2,6.4,13.3,-3.3
MTM02C1,Average Maximum Temperature,1958,1958M03,1,Belmullet,Degrees C,7.8,3,5.4,12.6,-2.6
MTM02C1,Average Maximum Temperature,1958,1958M03,2,Birr,Degrees C,7.8,1.9,4.9,14.9,-6.1
MTM02C1,Average Maximum Temperature,1958,1958M03,3,Valentia-Observatory,Degrees C,9.8,4.7,7.3,14.4,-2.7
MTM02C1,Average Maximum Temperature,1958,1958M03,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M03,5,Claremorris,Degrees C,7.2,1.4,4.3,13.3,-6.2
MTM02C1,Average Maximum Temperature,1958,1958M03,6,Clones,Degrees C,6.8,0.6,3.7,15,-4.9
MTM02C1,Average Maximum Temperature,1958,1958M03,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M03,8,DublinAirport,Degrees C,7.1,1.8,4.5,15.2,-5
MTM02C1,Average Maximum Temperature,1958,1958M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M03,10,Kilkenny,Degrees C,7.9,1.7,4.8,14.8,-5.9
MTM02C1,Average Maximum Temperature,1958,1958M03,11,Malin-Head,Degrees C,6.5,2.5,4.5,13.3,-2.6
MTM02C1,Average Maximum Temperature,1958,1958M03,12,Mullingar,Degrees C,7.2,1.2,4.2,15.7,-5.1
MTM02C1,Average Maximum Temperature,1958,1958M03,13,Roches-Point,Degrees C,8.5,4.3,6.4,12.9,-1.9
MTM02C1,Average Maximum Temperature,1958,1958M03,14,Rosslare,Degrees C,7.5,3.4,5.5,13,-2.7
MTM02C1,Average Maximum Temperature,1958,1958M03,15,Shannon-Airport,Degrees C,8.7,2.2,5.5,14.4,-6.9
MTM02C1,Average Maximum Temperature,1958,1958M04,1,Belmullet,Degrees C,11.6,5.6,8.6,17.9,-0.4
MTM02C1,Average Maximum Temperature,1958,1958M04,2,Birr,Degrees C,12,4,8,19.6,-3.8
MTM02C1,Average Maximum Temperature,1958,1958M04,3,Valentia-Observatory,Degrees C,12.1,6.2,9.2,21.1,0.2
MTM02C1,Average Maximum Temperature,1958,1958M04,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M04,5,Claremorris,Degrees C,11.8,3.8,7.8,18.8,-2.8
MTM02C1,Average Maximum Temperature,1958,1958M04,6,Clones,Degrees C,11.2,3.6,7.4,18.8,-2.7
MTM02C1,Average Maximum Temperature,1958,1958M04,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M04,8,DublinAirport,Degrees C,11.2,4.6,7.9,17.1,-1.2
MTM02C1,Average Maximum Temperature,1958,1958M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M04,10,Kilkenny,Degrees C,12.3,4.2,8.3,18.8,-2.9
MTM02C1,Average Maximum Temperature,1958,1958M04,11,Malin-Head,Degrees C,10.3,5.3,7.8,16.6,1.6
MTM02C1,Average Maximum Temperature,1958,1958M04,12,Mullingar,Degrees C,11.7,4.1,7.9,20.5,-2.1
MTM02C1,Average Maximum Temperature,1958,1958M04,13,Roches-Point,Degrees C,11.6,5.8,8.7,18.1,0
MTM02C1,Average Maximum Temperature,1958,1958M04,14,Rosslare,Degrees C,11.2,5.7,8.5,18.9,0
MTM02C1,Average Maximum Temperature,1958,1958M04,15,Shannon-Airport,Degrees C,12.9,4.8,8.9,19.3,-2.8
MTM02C1,Average Maximum Temperature,1958,1958M05,1,Belmullet,Degrees C,13,6.2,9.6,20.2,2.5
MTM02C1,Average Maximum Temperature,1958,1958M05,2,Birr,Degrees C,14.8,6.1,10.5,22.1,1.2
MTM02C1,Average Maximum Temperature,1958,1958M05,3,Valentia-Observatory,Degrees C,13.8,7.5,10.7,21.7,2.2
MTM02C1,Average Maximum Temperature,1958,1958M05,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M05,5,Claremorris,Degrees C,13.9,4.9,9.4,21.2,0
MTM02C1,Average Maximum Temperature,1958,1958M05,6,Clones,Degrees C,13.9,5.1,9.5,20.6,-0.2
MTM02C1,Average Maximum Temperature,1958,1958M05,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M05,8,DublinAirport,Degrees C,13.7,6.5,10.1,20.6,2.4
MTM02C1,Average Maximum Temperature,1958,1958M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M05,10,Kilkenny,Degrees C,14.6,6.1,10.4,22.8,0.6
MTM02C1,Average Maximum Temperature,1958,1958M05,11,Malin-Head,Degrees C,12.1,6,9.1,18.3,1.6
MTM02C1,Average Maximum Temperature,1958,1958M05,12,Mullingar,Degrees C,14.5,5.7,10.1,22.2,2.2
MTM02C1,Average Maximum Temperature,1958,1958M05,13,Roches-Point,Degrees C,13.7,7.5,10.6,18.2,4.7
MTM02C1,Average Maximum Temperature,1958,1958M05,14,Rosslare,Degrees C,13.4,7.5,10.5,18.9,3.9
MTM02C1,Average Maximum Temperature,1958,1958M05,15,Shannon-Airport,Degrees C,15,6.9,11,20.7,0.7
MTM02C1,Average Maximum Temperature,1958,1958M06,1,Belmullet,Degrees C,15.7,10.5,13.1,18.8,6.7
MTM02C1,Average Maximum Temperature,1958,1958M06,2,Birr,Degrees C,16.9,9.2,13.1,20.6,3.4
MTM02C1,Average Maximum Temperature,1958,1958M06,3,Valentia-Observatory,Degrees C,15.8,10.4,13.1,18.9,7.6
MTM02C1,Average Maximum Temperature,1958,1958M06,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M06,5,Claremorris,Degrees C,16.2,8.8,12.5,18.9,2.8
MTM02C1,Average Maximum Temperature,1958,1958M06,6,Clones,Degrees C,16.3,8.8,12.6,19.4,5.1
MTM02C1,Average Maximum Temperature,1958,1958M06,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M06,8,DublinAirport,Degrees C,16.2,9.7,13,20.8,5.6
MTM02C1,Average Maximum Temperature,1958,1958M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M06,10,Kilkenny,Degrees C,16.8,9.1,13,20.9,3.4
MTM02C1,Average Maximum Temperature,1958,1958M06,11,Malin-Head,Degrees C,14.6,9.8,12.2,17.9,6.8
MTM02C1,Average Maximum Temperature,1958,1958M06,12,Mullingar,Degrees C,16.9,9,13,20.6,4.8
MTM02C1,Average Maximum Temperature,1958,1958M06,13,Roches-Point,Degrees C,15.9,10.4,13.2,18.4,7.2
MTM02C1,Average Maximum Temperature,1958,1958M06,14,Rosslare,Degrees C,15.6,10.1,12.9,17.4,5.3
MTM02C1,Average Maximum Temperature,1958,1958M06,15,Shannon-Airport,Degrees C,17.1,10.1,13.6,21.1,5.1
MTM02C1,Average Maximum Temperature,1958,1958M07,1,Belmullet,Degrees C,17.6,11.4,14.5,21.7,6.2
MTM02C1,Average Maximum Temperature,1958,1958M07,2,Birr,Degrees C,18.7,11.2,15,26.4,3.6
MTM02C1,Average Maximum Temperature,1958,1958M07,3,Valentia-Observatory,Degrees C,17.5,11.7,14.6,21.4,6.7
MTM02C1,Average Maximum Temperature,1958,1958M07,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M07,5,Claremorris,Degrees C,18.3,10.5,14.4,23.3,3.9
MTM02C1,Average Maximum Temperature,1958,1958M07,6,Clones,Degrees C,18.4,10.4,14.4,23.7,6.1
MTM02C1,Average Maximum Temperature,1958,1958M07,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M07,8,DublinAirport,Degrees C,18,11.3,14.7,25.1,6.1
MTM02C1,Average Maximum Temperature,1958,1958M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M07,10,Kilkenny,Degrees C,18.9,10.7,14.8,25.8,4.4
MTM02C1,Average Maximum Temperature,1958,1958M07,11,Malin-Head,Degrees C,16.5,11.4,14,20.7,7.5
MTM02C1,Average Maximum Temperature,1958,1958M07,12,Mullingar,Degrees C,18.7,10.9,14.8,25,5.1
MTM02C1,Average Maximum Temperature,1958,1958M07,13,Roches-Point,Degrees C,17.6,12.1,14.9,24.4,8.8
MTM02C1,Average Maximum Temperature,1958,1958M07,14,Rosslare,Degrees C,17.1,11.8,14.5,20.7,7.9
MTM02C1,Average Maximum Temperature,1958,1958M07,15,Shannon-Airport,Degrees C,18.6,12,15.3,22.9,5.9
MTM02C1,Average Maximum Temperature,1958,1958M08,1,Belmullet,Degrees C,17.4,12.2,14.8,18.8,8
MTM02C1,Average Maximum Temperature,1958,1958M08,2,Birr,Degrees C,18.4,11.6,15,21.3,5.9
MTM02C1,Average Maximum Temperature,1958,1958M08,3,Valentia-Observatory,Degrees C,17.7,12.6,15.2,21.6,7.8
MTM02C1,Average Maximum Temperature,1958,1958M08,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M08,5,Claremorris,Degrees C,18.1,11,14.6,21,3.9
MTM02C1,Average Maximum Temperature,1958,1958M08,6,Clones,Degrees C,17.7,10.8,14.3,20.6,6.2
MTM02C1,Average Maximum Temperature,1958,1958M08,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M08,8,DublinAirport,Degrees C,18,11.7,14.9,21.6,6.7
MTM02C1,Average Maximum Temperature,1958,1958M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M08,10,Kilkenny,Degrees C,19,11.2,15.1,22,3.9
MTM02C1,Average Maximum Temperature,1958,1958M08,11,Malin-Head,Degrees C,17.1,12.1,14.6,21.6,8.8
MTM02C1,Average Maximum Temperature,1958,1958M08,12,Mullingar,Degrees C,18.3,10.9,14.6,21.2,6.1
MTM02C1,Average Maximum Temperature,1958,1958M08,13,Roches-Point,Degrees C,17.6,12.4,15,21.6,8.1
MTM02C1,Average Maximum Temperature,1958,1958M08,14,Rosslare,Degrees C,17.7,12.4,15.1,20.7,7.9
MTM02C1,Average Maximum Temperature,1958,1958M08,15,Shannon-Airport,Degrees C,18.6,12.4,15.5,21.5,6.2
MTM02C1,Average Maximum Temperature,1958,1958M09,1,Belmullet,Degrees C,17.6,11.4,14.5,21.1,4.8
MTM02C1,Average Maximum Temperature,1958,1958M09,2,Birr,Degrees C,18,10.5,14.3,21.8,1.2
MTM02C1,Average Maximum Temperature,1958,1958M09,3,Valentia-Observatory,Degrees C,17.9,12.1,15,21.7,5.1
MTM02C1,Average Maximum Temperature,1958,1958M09,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M09,5,Claremorris,Degrees C,17.3,9.9,13.6,21.1,0.9
MTM02C1,Average Maximum Temperature,1958,1958M09,6,Clones,Degrees C,17.7,10.3,14,20.7,4.3
MTM02C1,Average Maximum Temperature,1958,1958M09,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M09,8,DublinAirport,Degrees C,17.4,11.3,14.4,19.3,5.6
MTM02C1,Average Maximum Temperature,1958,1958M09,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M09,10,Kilkenny,Degrees C,18.1,10,14.1,21.7,1.1
MTM02C1,Average Maximum Temperature,1958,1958M09,11,Malin-Head,Degrees C,16.9,11.4,14.2,21.7,8.4
MTM02C1,Average Maximum Temperature,1958,1958M09,12,Mullingar,Degrees C,17.7,10.2,14,20.4,2.4
MTM02C1,Average Maximum Temperature,1958,1958M09,13,Roches-Point,Degrees C,16.9,12.5,14.7,19.9,7.3
MTM02C1,Average Maximum Temperature,1958,1958M09,14,Rosslare,Degrees C,17.2,12.7,15,19.6,8.5
MTM02C1,Average Maximum Temperature,1958,1958M09,15,Shannon-Airport,Degrees C,18.1,11.4,14.8,21.4,4.9
MTM02C1,Average Maximum Temperature,1958,1958M10,1,Belmullet,Degrees C,13.6,8.9,11.3,16.8,2.7
MTM02C1,Average Maximum Temperature,1958,1958M10,2,Birr,Degrees C,13.9,7.8,10.9,16.4,2.9
MTM02C1,Average Maximum Temperature,1958,1958M10,3,Valentia-Observatory,Degrees C,14,9.7,11.9,16.7,5.1
MTM02C1,Average Maximum Temperature,1958,1958M10,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M10,5,Claremorris,Degrees C,13.4,7.3,10.4,16.7,0.9
MTM02C1,Average Maximum Temperature,1958,1958M10,6,Clones,Degrees C,13.2,7,10.1,17.8,0.1
MTM02C1,Average Maximum Temperature,1958,1958M10,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M10,8,DublinAirport,Degrees C,13.7,7.9,10.8,17.1,3.6
MTM02C1,Average Maximum Temperature,1958,1958M10,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M10,10,Kilkenny,Degrees C,14.3,7.1,10.7,18.6,0.6
MTM02C1,Average Maximum Temperature,1958,1958M10,11,Malin-Head,Degrees C,13.2,9,11.1,17.1,5.1
MTM02C1,Average Maximum Temperature,1958,1958M10,12,Mullingar,Degrees C,13.6,7.1,10.4,18.4,2.1
MTM02C1,Average Maximum Temperature,1958,1958M10,13,Roches-Point,Degrees C,14.4,9.5,12,18.2,5.2
MTM02C1,Average Maximum Temperature,1958,1958M10,14,Rosslare,Degrees C,14.4,8.9,11.7,17.2,3.6
MTM02C1,Average Maximum Temperature,1958,1958M10,15,Shannon-Airport,Degrees C,14.3,9,11.7,17,4.4
MTM02C1,Average Maximum Temperature,1958,1958M11,1,Belmullet,Degrees C,11.4,7.1,9.3,13.8,0.1
MTM02C1,Average Maximum Temperature,1958,1958M11,2,Birr,Degrees C,10.9,5.6,8.3,15.4,-1.3
MTM02C1,Average Maximum Temperature,1958,1958M11,3,Valentia-Observatory,Degrees C,12.4,7.5,10,15,1.4
MTM02C1,Average Maximum Temperature,1958,1958M11,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M11,5,Claremorris,Degrees C,10.7,5.1,7.9,13.9,0.6
MTM02C1,Average Maximum Temperature,1958,1958M11,6,Clones,Degrees C,10.1,5.1,7.6,15.6,0.3
MTM02C1,Average Maximum Temperature,1958,1958M11,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M11,8,DublinAirport,Degrees C,10.6,5.7,8.2,14.8,1
MTM02C1,Average Maximum Temperature,1958,1958M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M11,10,Kilkenny,Degrees C,11,5,8,17.2,-1.3
MTM02C1,Average Maximum Temperature,1958,1958M11,11,Malin-Head,Degrees C,10.9,6.5,8.7,14.3,2.1
MTM02C1,Average Maximum Temperature,1958,1958M11,12,Mullingar,Degrees C,10.2,5,7.6,15.4,-0.2
MTM02C1,Average Maximum Temperature,1958,1958M11,13,Roches-Point,Degrees C,11.9,8.2,10.1,16.6,2.8
MTM02C1,Average Maximum Temperature,1958,1958M11,14,Rosslare,Degrees C,11.7,7.3,9.5,17.2,3.2
MTM02C1,Average Maximum Temperature,1958,1958M11,15,Shannon-Airport,Degrees C,11.4,6.3,8.9,15.1,0.1
MTM02C1,Average Maximum Temperature,1958,1958M12,1,Belmullet,Degrees C,8.7,3.3,6,11.7,-1.6
MTM02C1,Average Maximum Temperature,1958,1958M12,2,Birr,Degrees C,7.5,1.8,4.7,12.2,-4.9
MTM02C1,Average Maximum Temperature,1958,1958M12,3,Valentia-Observatory,Degrees C,9.7,4,6.9,12.8,-2.1
MTM02C1,Average Maximum Temperature,1958,1958M12,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M12,5,Claremorris,Degrees C,7.1,1.1,4.1,12.2,-5
MTM02C1,Average Maximum Temperature,1958,1958M12,6,Clones,Degrees C,6.9,1.2,4.1,11.6,-4.4
MTM02C1,Average Maximum Temperature,1958,1958M12,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M12,8,DublinAirport,Degrees C,7.9,2.9,5.4,12.2,-3
MTM02C1,Average Maximum Temperature,1958,1958M12,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1958,1958M12,10,Kilkenny,Degrees C,8,1.3,4.7,12.7,-4.4
MTM02C1,Average Maximum Temperature,1958,1958M12,11,Malin-Head,Degrees C,8.4,3.8,6.1,11.1,-0.6
MTM02C1,Average Maximum Temperature,1958,1958M12,12,Mullingar,Degrees C,7.1,1.6,4.4,11.6,-3.7
MTM02C1,Average Maximum Temperature,1958,1958M12,13,Roches-Point,Degrees C,9.5,4.8,7.2,13.7,1.4
MTM02C1,Average Maximum Temperature,1958,1958M12,14,Rosslare,Degrees C,9.5,4.9,7.2,12.8,0
MTM02C1,Average Maximum Temperature,1958,1958M12,15,Shannon-Airport,Degrees C,8.2,2.7,5.5,12.2,-2.9
MTM02C1,Average Maximum Temperature,1959,1959M01,1,Belmullet,Degrees C,7.1,1.5,4.3,10.2,-4.2
MTM02C1,Average Maximum Temperature,1959,1959M01,2,Birr,Degrees C,6,-0.6,2.7,10.8,-9.1
MTM02C1,Average Maximum Temperature,1959,1959M01,3,Valentia-Observatory,Degrees C,8.9,3.1,6,12.2,-3.8
MTM02C1,Average Maximum Temperature,1959,1959M01,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M01,5,Claremorris,Degrees C,5.2,-1,2.1,10.2,-10.8
MTM02C1,Average Maximum Temperature,1959,1959M01,6,Clones,Degrees C,4.8,-1.1,1.9,10.2,-7.7
MTM02C1,Average Maximum Temperature,1959,1959M01,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M01,8,DublinAirport,Degrees C,5.8,0.4,3.1,11.3,-4.6
MTM02C1,Average Maximum Temperature,1959,1959M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M01,10,Kilkenny,Degrees C,6.1,-0.8,2.7,10.9,-11.6
MTM02C1,Average Maximum Temperature,1959,1959M01,11,Malin-Head,Degrees C,6.5,1.8,4.2,10.4,-2.1
MTM02C1,Average Maximum Temperature,1959,1959M01,12,Mullingar,Degrees C,5.1,-0.5,2.3,10,-7.2
MTM02C1,Average Maximum Temperature,1959,1959M01,13,Roches-Point,Degrees C,7.8,3.6,5.7,10.7,-1.2
MTM02C1,Average Maximum Temperature,1959,1959M01,14,Rosslare,Degrees C,7.1,2.8,5,11.3,-2
MTM02C1,Average Maximum Temperature,1959,1959M01,15,Shannon-Airport,Degrees C,7.1,-0.3,3.4,11.6,-7.3
MTM02C1,Average Maximum Temperature,1959,1959M02,1,Belmullet,Degrees C,9.5,4.7,7.1,12.6,-3.3
MTM02C1,Average Maximum Temperature,1959,1959M02,2,Birr,Degrees C,10.2,3.3,6.8,13.7,-4.4
MTM02C1,Average Maximum Temperature,1959,1959M02,3,Valentia-Observatory,Degrees C,11,6.3,8.7,13.3,-2.8
MTM02C1,Average Maximum Temperature,1959,1959M02,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M02,5,Claremorris,Degrees C,8.8,2.6,5.7,12.8,-5
MTM02C1,Average Maximum Temperature,1959,1959M02,6,Clones,Degrees C,8.6,2.4,5.5,12.6,-5
MTM02C1,Average Maximum Temperature,1959,1959M02,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M02,8,DublinAirport,Degrees C,9.4,3.6,6.5,13.8,-1.6
MTM02C1,Average Maximum Temperature,1959,1959M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M02,10,Kilkenny,Degrees C,10.1,3,6.6,14.2,-4
MTM02C1,Average Maximum Temperature,1959,1959M02,11,Malin-Head,Degrees C,9.1,4.3,6.7,13,-2
MTM02C1,Average Maximum Temperature,1959,1959M02,12,Mullingar,Degrees C,9.1,2.8,6,12.7,-3.3
MTM02C1,Average Maximum Temperature,1959,1959M02,13,Roches-Point,Degrees C,9.5,6.3,7.9,13.6,0.3
MTM02C1,Average Maximum Temperature,1959,1959M02,14,Rosslare,Degrees C,9.2,5.6,7.4,12.3,2.2
MTM02C1,Average Maximum Temperature,1959,1959M02,15,Shannon-Airport,Degrees C,10.5,3.5,7,13.6,-5.6
MTM02C1,Average Maximum Temperature,1959,1959M03,1,Belmullet,Degrees C,10.8,4.8,7.8,13.8,1
MTM02C1,Average Maximum Temperature,1959,1959M03,2,Birr,Degrees C,10.9,4.1,7.5,14.9,-1.4
MTM02C1,Average Maximum Temperature,1959,1959M03,3,Valentia-Observatory,Degrees C,11.5,5.7,8.6,14.2,1.7
MTM02C1,Average Maximum Temperature,1959,1959M03,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M03,5,Claremorris,Degrees C,10.3,3.5,6.9,13.6,-0.6
MTM02C1,Average Maximum Temperature,1959,1959M03,6,Clones,Degrees C,10.6,3.4,7,15.2,-0.5
MTM02C1,Average Maximum Temperature,1959,1959M03,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M03,8,DublinAirport,Degrees C,10.1,4.8,7.5,15.4,1.9
MTM02C1,Average Maximum Temperature,1959,1959M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M03,10,Kilkenny,Degrees C,11,3.8,7.4,16.4,-2.8
MTM02C1,Average Maximum Temperature,1959,1959M03,11,Malin-Head,Degrees C,10.2,4.7,7.5,13.9,0.9
MTM02C1,Average Maximum Temperature,1959,1959M03,12,Mullingar,Degrees C,10.5,3.7,7.1,15.1,0.3
MTM02C1,Average Maximum Temperature,1959,1959M03,13,Roches-Point,Degrees C,10.3,6.2,8.3,13.2,3.1
MTM02C1,Average Maximum Temperature,1959,1959M03,14,Rosslare,Degrees C,10.5,6,8.3,13,2.9
MTM02C1,Average Maximum Temperature,1959,1959M03,15,Shannon-Airport,Degrees C,11.4,4.7,8.1,15.2,-0.8
MTM02C1,Average Maximum Temperature,1959,1959M04,1,Belmullet,Degrees C,11.8,5.7,8.8,15.3,1.9
MTM02C1,Average Maximum Temperature,1959,1959M04,2,Birr,Degrees C,12.8,4.6,8.7,16.2,-1.2
MTM02C1,Average Maximum Temperature,1959,1959M04,3,Valentia-Observatory,Degrees C,12.1,6.5,9.3,14.3,1.4
MTM02C1,Average Maximum Temperature,1959,1959M04,4,Casement,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M04,5,Claremorris,Degrees C,12.1,3.9,8,15.6,-1.6
MTM02C1,Average Maximum Temperature,1959,1959M04,6,Clones,Degrees C,12.2,3.6,7.9,15.8,-1.6
MTM02C1,Average Maximum Temperature,1959,1959M04,7,CorkAirport,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M04,8,DublinAirport,Degrees C,12.2,5.1,8.7,14.9,0.4
MTM02C1,Average Maximum Temperature,1959,1959M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1959,1959M04,10,Kilkenny,Degrees C,13.1,4.7,8.9,16.2,-0.5
MTM02C1,Average Maximum Temperature,1959,1959M04,11,Malin-Head,Degrees C,11.3,5.6,8.5,16.1,0.9
MTM02C1,Average Maximum Temperature,1959,1959M04,12,Mullingar,Degrees C,12.6,4.1,8.4,16.3,-0.9
MTM02C1,Average Maximum Temperature,1959,1959M04,13,Roches-Point,Degrees C,12.3,7,9.7,15.7,2.2
MTM02C1,Average Maximum Temperature,1959,1959M04,14,Rosslare,Degrees C,12.3,6.8,9.6,14.8,2.7
MTM02C1,Average Maximum Temperature,1959,1959M04,15,Shannon-Airport,Degrees C,13,5.7,9.4,15.9,-0.6
MTM02C1,Average Maximum Temperature,1959,1959M05,1,Belmullet,Degrees C,15.8,8.1,12,23.3,1.7
MTM02C1,Average Maximum Temperature,1959,1959M05,2,Birr,Degrees C,17.7,6.9,12.3,24.1,-1.2
MTM02C1,Average Maximum Temperature,1959,1959M05,3,Valentia-Observatory,Degrees C,16.3,8.2,12.3,24.1,2.1
