STATISTIC,Statistic Label,Year,Y/Month,C02431V02938,Meteorological Weather Station,UNIT,AVERAGE MAX. TEMPERATURE,AVERAGE MIN. TEMPERATURE,MEAN TEMPERATURE,MAX TEMPERATURE,MIN TEMPERATURE
MTM02C1,Average Maximum Temperature,2017,2017M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M11,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M11,11,Malin-Head,Degrees C,9.6,5.9,7.8,12.7,1.8
MTM02C1,Average Maximum Temperature,2017,2017M11,12,Mullingar,Degrees C,9.5,2.8,6.1,14.8,-3.5
MTM02C1,Average Maximum Temperature,2017,2017M11,13,Roches-Point,Degrees C,11.1,6.3,8.7,14.7,2.1
MTM02C1,Average Maximum Temperature,2017,2017M11,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M11,15,Shannon-Airport,Degrees C,10.9,5.4,8.1,15.8,-0.6
MTM02C1,Average Maximum Temperature,2017,2017M12,1,Belmullet,Degrees C,9.3,4.9,7.1,13.7,0.2
MTM02C1,Average Maximum Temperature,2017,2017M12,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M12,3,Valentia-Observatory,Degrees C,10.3,5.8,8,14,0.9
MTM02C1,Average Maximum Temperature,2017,2017M12,4,Casement,Degrees C,7.8,2.2,5,13.2,-6.6
MTM02C1,Average Maximum Temperature,2017,2017M12,5,Claremorris,Degrees C,8.3,3,5.6,12.9,-2.9
MTM02C1,Average Maximum Temperature,2017,2017M12,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M12,7,CorkAirport,Degrees C,8.6,3.6,6.1,12.4,-2
MTM02C1,Average Maximum Temperature,2017,2017M12,8,DublinAirport,Degrees C,8,2.4,5.2,13.6,-4.8
MTM02C1,Average Maximum Temperature,2017,2017M12,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M12,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M12,11,Malin-Head,Degrees C,8.9,4.7,6.8,12.6,0.3
MTM02C1,Average Maximum Temperature,2017,2017M12,12,Mullingar,Degrees C,7.5,2,4.8,13,-5.3
MTM02C1,Average Maximum Temperature,2017,2017M12,13,Roches-Point,Degrees C,9.3,4.7,7,13,0
MTM02C1,Average Maximum Temperature,2017,2017M12,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2017,2017M12,15,Shannon-Airport,Degrees C,9.1,3.5,6.3,14.5,-2.9
MTM02C1,Average Maximum Temperature,2018,2018M01,1,Belmullet,Degrees C,8.7,3.7,6.2,11.3,-2.5
MTM02C1,Average Maximum Temperature,2018,2018M01,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M01,3,Valentia-Observatory,Degrees C,10.3,5.2,7.8,13.3,-0.8
MTM02C1,Average Maximum Temperature,2018,2018M01,4,Casement,Degrees C,8.4,2.1,5.2,12.4,-3.1
MTM02C1,Average Maximum Temperature,2018,2018M01,5,Claremorris,Degrees C,8.2,2.1,5.2,12.9,-5.3
MTM02C1,Average Maximum Temperature,2018,2018M01,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M01,7,CorkAirport,Degrees C,8.9,3.3,6.1,13.1,-0.9
MTM02C1,Average Maximum Temperature,2018,2018M01,8,DublinAirport,Degrees C,8.3,2,5.2,13.1,-3.2
MTM02C1,Average Maximum Temperature,2018,2018M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M01,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M01,11,Malin-Head,Degrees C,7.7,3.1,5.4,11.7,-2
MTM02C1,Average Maximum Temperature,2018,2018M01,12,Mullingar,Degrees C,7.8,1.5,4.7,12.2,-2.4
MTM02C1,Average Maximum Temperature,2018,2018M01,13,Roches-Point,Degrees C,9.8,4.9,7.3,13.8,1.1
MTM02C1,Average Maximum Temperature,2018,2018M01,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M01,15,Shannon-Airport,Degrees C,9.6,3.5,6.6,13.3,-4.4
MTM02C1,Average Maximum Temperature,2018,2018M02,1,Belmullet,Degrees C,8,2.4,5.2,10.7,-2.2
MTM02C1,Average Maximum Temperature,2018,2018M02,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M02,3,Valentia-Observatory,Degrees C,8.7,3.2,5.9,12,-2.5
MTM02C1,Average Maximum Temperature,2018,2018M02,4,Casement,Degrees C,6.8,0,3.4,12.2,-3.9
MTM02C1,Average Maximum Temperature,2018,2018M02,5,Claremorris,Degrees C,7.3,0.1,3.7,12,-4.1
MTM02C1,Average Maximum Temperature,2018,2018M02,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M02,7,CorkAirport,Degrees C,7.2,1.2,4.2,13.4,-4.1
MTM02C1,Average Maximum Temperature,2018,2018M02,8,DublinAirport,Degrees C,6.8,0.1,3.5,12,-3.4
MTM02C1,Average Maximum Temperature,2018,2018M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M02,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M02,11,Malin-Head,Degrees C,7,2.2,4.6,10.4,-0.6
MTM02C1,Average Maximum Temperature,2018,2018M02,12,Mullingar,Degrees C,6.8,-0.4,3.2,12.8,-4.2
MTM02C1,Average Maximum Temperature,2018,2018M02,13,Roches-Point,Degrees C,8.2,2.6,5.4,13.6,-3.4
MTM02C1,Average Maximum Temperature,2018,2018M02,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M02,15,Shannon-Airport,Degrees C,7.8,1.3,4.6,13.6,-3.8
MTM02C1,Average Maximum Temperature,2018,2018M03,1,Belmullet,Degrees C,8.7,2.5,5.6,13.7,-3.5
MTM02C1,Average Maximum Temperature,2018,2018M03,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M03,3,Valentia-Observatory,Degrees C,8.9,2.9,5.9,13.9,-5
MTM02C1,Average Maximum Temperature,2018,2018M03,4,Casement,Degrees C,7.8,1.3,4.6,13.1,-5.1
MTM02C1,Average Maximum Temperature,2018,2018M03,5,Claremorris,Degrees C,8.5,0.6,4.6,12.7,-5.7
MTM02C1,Average Maximum Temperature,2018,2018M03,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M03,7,CorkAirport,Degrees C,7.6,1.5,4.5,11,-7
MTM02C1,Average Maximum Temperature,2018,2018M03,8,DublinAirport,Degrees C,7.6,1.2,4.4,11.9,-5.1
MTM02C1,Average Maximum Temperature,2018,2018M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M03,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M03,11,Malin-Head,Degrees C,7.3,3,5.2,11.2,-2.4
MTM02C1,Average Maximum Temperature,2018,2018M03,12,Mullingar,Degrees C,7.8,0.4,4.1,13.4,-5.1
MTM02C1,Average Maximum Temperature,2018,2018M03,13,Roches-Point,Degrees C,7.9,2.8,5.4,11,-5.4
MTM02C1,Average Maximum Temperature,2018,2018M03,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M03,15,Shannon-Airport,Degrees C,8.8,1.7,5.2,13.9,-5
MTM02C1,Average Maximum Temperature,2018,2018M04,1,Belmullet,Degrees C,11.8,6.1,8.9,15.7,0
MTM02C1,Average Maximum Temperature,2018,2018M04,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M04,3,Valentia-Observatory,Degrees C,12.1,6.8,9.5,14.8,0.5
MTM02C1,Average Maximum Temperature,2018,2018M04,4,Casement,Degrees C,12.4,5,8.7,19.2,-3.8
MTM02C1,Average Maximum Temperature,2018,2018M04,5,Claremorris,Degrees C,12.6,4.7,8.6,17,-4
MTM02C1,Average Maximum Temperature,2018,2018M04,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M04,7,CorkAirport,Degrees C,11.4,5.7,8.6,15.3,0.8
MTM02C1,Average Maximum Temperature,2018,2018M04,8,DublinAirport,Degrees C,12,4.6,8.3,18.8,-2.1
MTM02C1,Average Maximum Temperature,2018,2018M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M04,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M04,11,Malin-Head,Degrees C,11.4,6,8.7,20,0.3
MTM02C1,Average Maximum Temperature,2018,2018M04,12,Mullingar,Degrees C,12.4,4.3,8.3,19.4,-5.3
MTM02C1,Average Maximum Temperature,2018,2018M04,13,Roches-Point,Degrees C,11.3,6.7,9,15.2,1.4
MTM02C1,Average Maximum Temperature,2018,2018M04,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M04,15,Shannon-Airport,Degrees C,13.3,6.2,9.7,19,-1.5
MTM02C1,Average Maximum Temperature,2018,2018M05,1,Belmullet,Degrees C,15.1,9.4,12.2,24.6,5.2
MTM02C1,Average Maximum Temperature,2018,2018M05,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M05,3,Valentia-Observatory,Degrees C,15,9.4,12.2,21.4,3.8
MTM02C1,Average Maximum Temperature,2018,2018M05,4,Casement,Degrees C,17.1,7.5,12.3,21.8,1.3
MTM02C1,Average Maximum Temperature,2018,2018M05,5,Claremorris,Degrees C,17.3,7.8,12.6,25.3,2
MTM02C1,Average Maximum Temperature,2018,2018M05,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M05,7,CorkAirport,Degrees C,15.7,8.3,12,23.6,2.5
MTM02C1,Average Maximum Temperature,2018,2018M05,8,DublinAirport,Degrees C,16.7,6.7,11.7,22.2,0.4
MTM02C1,Average Maximum Temperature,2018,2018M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M05,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M05,11,Malin-Head,Degrees C,15.2,8.7,11.9,20.5,3.8
MTM02C1,Average Maximum Temperature,2018,2018M05,12,Mullingar,Degrees C,17.1,7,12,23.7,0.9
MTM02C1,Average Maximum Temperature,2018,2018M05,13,Roches-Point,Degrees C,15,9.4,12.2,22.2,5
MTM02C1,Average Maximum Temperature,2018,2018M05,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M05,15,Shannon-Airport,Degrees C,17.8,8.8,13.3,26.3,3.1
MTM02C1,Average Maximum Temperature,2018,2018M06,1,Belmullet,Degrees C,18.2,11.3,14.8,27.2,6.1
MTM02C1,Average Maximum Temperature,2018,2018M06,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M06,3,Valentia-Observatory,Degrees C,19.2,11.7,15.4,28.4,6.2
MTM02C1,Average Maximum Temperature,2018,2018M06,4,Casement,Degrees C,20.8,10.6,15.7,27.5,3.7
MTM02C1,Average Maximum Temperature,2018,2018M06,5,Claremorris,Degrees C,20.8,10.3,15.6,30.2,4.2
MTM02C1,Average Maximum Temperature,2018,2018M06,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M06,7,CorkAirport,Degrees C,19.8,12,15.9,25.1,7.4
MTM02C1,Average Maximum Temperature,2018,2018M06,8,DublinAirport,Degrees C,20.3,9.1,14.7,26.5,3.8
MTM02C1,Average Maximum Temperature,2018,2018M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M06,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M06,11,Malin-Head,Degrees C,16.1,10.9,13.5,25.2,7.4
MTM02C1,Average Maximum Temperature,2018,2018M06,12,Mullingar,Degrees C,21.3,10.2,15.7,28.7,4.3
MTM02C1,Average Maximum Temperature,2018,2018M06,13,Roches-Point,Degrees C,19.1,12.7,15.9,23.4,9.3
MTM02C1,Average Maximum Temperature,2018,2018M06,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M06,15,Shannon-Airport,Degrees C,22,12.1,17.1,32,5.5
MTM02C1,Average Maximum Temperature,2018,2018M07,1,Belmullet,Degrees C,18,12.7,15.4,25.3,8.8
MTM02C1,Average Maximum Temperature,2018,2018M07,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M07,3,Valentia-Observatory,Degrees C,19.4,13.3,16.4,23.9,8.4
MTM02C1,Average Maximum Temperature,2018,2018M07,4,Casement,Degrees C,22.4,11.6,17,27.3,6.6
MTM02C1,Average Maximum Temperature,2018,2018M07,5,Claremorris,Degrees C,20.2,11.3,15.8,25.9,5.6
MTM02C1,Average Maximum Temperature,2018,2018M07,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M07,7,CorkAirport,Degrees C,21.9,13.2,17.5,26.7,8.5
MTM02C1,Average Maximum Temperature,2018,2018M07,8,DublinAirport,Degrees C,21.6,11.1,16.4,26.7,5.2
MTM02C1,Average Maximum Temperature,2018,2018M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M07,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M07,11,Malin-Head,Degrees C,18,12.6,15.3,23.4,7.8
MTM02C1,Average Maximum Temperature,2018,2018M07,12,Mullingar,Degrees C,21.5,11.4,16.5,27.4,6
MTM02C1,Average Maximum Temperature,2018,2018M07,13,Roches-Point,Degrees C,21,14.2,17.6,26.9,10.9
MTM02C1,Average Maximum Temperature,2018,2018M07,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M07,15,Shannon-Airport,Degrees C,21.8,13.3,17.6,28,9.4
MTM02C1,Average Maximum Temperature,2018,2018M08,1,Belmullet,Degrees C,16.7,12.2,14.5,20.4,7.2
MTM02C1,Average Maximum Temperature,2018,2018M08,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M08,3,Valentia-Observatory,Degrees C,17.4,13,15.2,20.1,5.8
MTM02C1,Average Maximum Temperature,2018,2018M08,4,Casement,Degrees C,20.2,11.6,15.9,25.4,6
MTM02C1,Average Maximum Temperature,2018,2018M08,5,Claremorris,Degrees C,18.1,11,14.5,21,5.2
MTM02C1,Average Maximum Temperature,2018,2018M08,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M08,7,CorkAirport,Degrees C,18.9,11.7,15.3,23.6,7
MTM02C1,Average Maximum Temperature,2018,2018M08,8,DublinAirport,Degrees C,19.9,11.4,15.7,25.1,3.9
MTM02C1,Average Maximum Temperature,2018,2018M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M08,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M08,11,Malin-Head,Degrees C,16.8,12.1,14.5,20.8,8.1
MTM02C1,Average Maximum Temperature,2018,2018M08,12,Mullingar,Degrees C,19.1,10.9,15,23.7,2.6
MTM02C1,Average Maximum Temperature,2018,2018M08,13,Roches-Point,Degrees C,18.6,12.8,15.7,23.9,8.2
MTM02C1,Average Maximum Temperature,2018,2018M08,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M08,15,Shannon-Airport,Degrees C,18.9,12.5,15.7,23.8,5.3
MTM02C1,Average Maximum Temperature,2018,2018M09,1,Belmullet,Degrees C,14.9,10.2,12.6,17.4,5.4
MTM02C1,Average Maximum Temperature,2018,2018M09,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M09,3,Valentia-Observatory,Degrees C,15.7,10.3,13,20.3,3
MTM02C1,Average Maximum Temperature,2018,2018M09,4,Casement,Degrees C,16.8,8.4,12.6,24,0.7
MTM02C1,Average Maximum Temperature,2018,2018M09,5,Claremorris,Degrees C,15.5,7.7,11.6,21.1,-0.2
MTM02C1,Average Maximum Temperature,2018,2018M09,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M09,7,CorkAirport,Degrees C,15.9,9.2,12.6,20.2,4.7
MTM02C1,Average Maximum Temperature,2018,2018M09,8,DublinAirport,Degrees C,16.6,8.5,12.6,23,0.4
MTM02C1,Average Maximum Temperature,2018,2018M09,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M09,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M09,11,Malin-Head,Degrees C,14.8,10.4,12.6,19.8,7.1
MTM02C1,Average Maximum Temperature,2018,2018M09,12,Mullingar,Degrees C,16,7.7,11.8,21.9,-1.6
MTM02C1,Average Maximum Temperature,2018,2018M09,13,Roches-Point,Degrees C,16.1,10.6,13.4,18.7,5.9
MTM02C1,Average Maximum Temperature,2018,2018M09,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M09,15,Shannon-Airport,Degrees C,16.4,9.6,13,22.9,3
MTM02C1,Average Maximum Temperature,2018,2018M10,1,Belmullet,Degrees C,13,8.8,10.9,19.1,3.2
MTM02C1,Average Maximum Temperature,2018,2018M10,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M10,3,Valentia-Observatory,Degrees C,13.3,8,10.7,17.4,2.1
MTM02C1,Average Maximum Temperature,2018,2018M10,4,Casement,Degrees C,13.3,6,9.6,19.7,-4.3
MTM02C1,Average Maximum Temperature,2018,2018M10,5,Claremorris,Degrees C,13,6,9.5,20.4,-1
MTM02C1,Average Maximum Temperature,2018,2018M10,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M10,7,CorkAirport,Degrees C,13,7.1,10,18.1,0.3
MTM02C1,Average Maximum Temperature,2018,2018M10,8,DublinAirport,Degrees C,13.3,6.1,9.7,19.2,-4.7
MTM02C1,Average Maximum Temperature,2018,2018M10,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M10,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M10,11,Malin-Head,Degrees C,12.8,8.2,10.5,19.4,1.5
MTM02C1,Average Maximum Temperature,2018,2018M10,12,Mullingar,Degrees C,13.1,5.6,9.4,19.9,-3.9
MTM02C1,Average Maximum Temperature,2018,2018M10,13,Roches-Point,Degrees C,13.6,8.5,11,17.9,3
MTM02C1,Average Maximum Temperature,2018,2018M10,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M10,15,Shannon-Airport,Degrees C,13.7,7.2,10.5,20.5,-1.1
MTM02C1,Average Maximum Temperature,2018,2018M11,1,Belmullet,Degrees C,11,5.8,8.4,15,1
MTM02C1,Average Maximum Temperature,2018,2018M11,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M11,3,Valentia-Observatory,Degrees C,12,7.3,9.6,14.5,0.9
MTM02C1,Average Maximum Temperature,2018,2018M11,4,Casement,Degrees C,11.1,5.6,8.3,15,-0.8
MTM02C1,Average Maximum Temperature,2018,2018M11,5,Claremorris,Degrees C,10.5,4.1,7.3,14.6,-2.4
MTM02C1,Average Maximum Temperature,2018,2018M11,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M11,7,CorkAirport,Degrees C,10.5,5.4,8,13.6,1.7
MTM02C1,Average Maximum Temperature,2018,2018M11,8,DublinAirport,Degrees C,11.3,5.3,8.3,15.3,1.1
MTM02C1,Average Maximum Temperature,2018,2018M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M11,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M11,11,Malin-Head,Degrees C,11.1,6.2,8.6,15.3,2.5
MTM02C1,Average Maximum Temperature,2018,2018M11,12,Mullingar,Degrees C,10.5,4.2,7.3,14.4,-4.1
MTM02C1,Average Maximum Temperature,2018,2018M11,13,Roches-Point,Degrees C,11.7,7.3,9.5,13.7,2.1
MTM02C1,Average Maximum Temperature,2018,2018M11,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M11,15,Shannon-Airport,Degrees C,11.5,5.3,8.4,16.3,0.1
MTM02C1,Average Maximum Temperature,2018,2018M12,1,Belmullet,Degrees C,10.2,6.2,8.2,12.7,2
MTM02C1,Average Maximum Temperature,2018,2018M12,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M12,3,Valentia-Observatory,Degrees C,12.1,7.9,10,14.2,0.5
MTM02C1,Average Maximum Temperature,2018,2018M12,4,Casement,Degrees C,10,5.8,7.9,13,0
MTM02C1,Average Maximum Temperature,2018,2018M12,5,Claremorris,Degrees C,9.8,4.8,7.3,13.3,-0.9
MTM02C1,Average Maximum Temperature,2018,2018M12,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M12,7,CorkAirport,Degrees C,10.6,6,8.3,13,1.8
MTM02C1,Average Maximum Temperature,2018,2018M12,8,DublinAirport,Degrees C,10.3,5.3,7.8,13.4,0.8
MTM02C1,Average Maximum Temperature,2018,2018M12,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M12,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M12,11,Malin-Head,Degrees C,9.6,5.6,7.6,12.8,1.2
MTM02C1,Average Maximum Temperature,2018,2018M12,12,Mullingar,Degrees C,9.6,4.6,7.1,12.5,-2
MTM02C1,Average Maximum Temperature,2018,2018M12,13,Roches-Point,Degrees C,11.3,7.6,9.5,13.6,2.4
MTM02C1,Average Maximum Temperature,2018,2018M12,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2018,2018M12,15,Shannon-Airport,Degrees C,11,6.5,8.8,14.2,-0.2
MTM02C1,Average Maximum Temperature,2019,2019M01,1,Belmullet,Degrees C,9.1,5.8,7.5,11.5,0.6
MTM02C1,Average Maximum Temperature,2019,2019M01,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M01,3,Valentia-Observatory,Degrees C,9.9,6.5,8.2,12.1,0.1
MTM02C1,Average Maximum Temperature,2019,2019M01,4,Casement,Degrees C,7.8,3,5.4,10.9,-3
MTM02C1,Average Maximum Temperature,2019,2019M01,5,Claremorris,Degrees C,8.2,3.7,5.9,11.3,-1.8
MTM02C1,Average Maximum Temperature,2019,2019M01,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M01,7,CorkAirport,Degrees C,8.3,4.5,6.4,11,-2.1
MTM02C1,Average Maximum Temperature,2019,2019M01,8,DublinAirport,Degrees C,7.9,2.8,5.4,11.3,-5.8
MTM02C1,Average Maximum Temperature,2019,2019M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M01,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M01,11,Malin-Head,Degrees C,8.1,4.7,6.4,12.2,-1.8
MTM02C1,Average Maximum Temperature,2019,2019M01,12,Mullingar,Degrees C,7.7,2.7,5.2,11.2,-4.8
MTM02C1,Average Maximum Temperature,2019,2019M01,13,Roches-Point,Degrees C,9.4,6,7.7,12,0.6
MTM02C1,Average Maximum Temperature,2019,2019M01,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M01,15,Shannon-Airport,Degrees C,8.9,4.9,6.9,11.6,-0.4
MTM02C1,Average Maximum Temperature,2019,2019M02,1,Belmullet,Degrees C,11.3,6,8.6,15.6,-0.2
MTM02C1,Average Maximum Temperature,2019,2019M02,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M02,3,Valentia-Observatory,Degrees C,11.8,6.6,9.2,17.2,-1.3
MTM02C1,Average Maximum Temperature,2019,2019M02,4,Casement,Degrees C,11.4,3.7,7.6,17.2,-4.1
MTM02C1,Average Maximum Temperature,2019,2019M02,5,Claremorris,Degrees C,11.2,4,7.6,16.5,-3.2
MTM02C1,Average Maximum Temperature,2019,2019M02,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M02,7,CorkAirport,Degrees C,9.8,5,7.4,13.5,-0.7
MTM02C1,Average Maximum Temperature,2019,2019M02,8,DublinAirport,Degrees C,11.3,3.3,7.3,15.6,-3.8
MTM02C1,Average Maximum Temperature,2019,2019M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M02,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M02,11,Malin-Head,Degrees C,10.9,5.5,8.2,14.6,1.4
MTM02C1,Average Maximum Temperature,2019,2019M02,12,Mullingar,Degrees C,10.8,3.3,7.1,16.1,-3.7
MTM02C1,Average Maximum Temperature,2019,2019M02,13,Roches-Point,Degrees C,10.3,6.6,8.4,13.3,1.3
MTM02C1,Average Maximum Temperature,2019,2019M02,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M02,15,Shannon-Airport,Degrees C,11.5,5.3,8.4,15.1,-3.7
MTM02C1,Average Maximum Temperature,2019,2019M03,1,Belmullet,Degrees C,10.5,5.9,8.2,12.8,2.3
MTM02C1,Average Maximum Temperature,2019,2019M03,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M03,3,Valentia-Observatory,Degrees C,11,5.5,8.3,13.1,1.1
MTM02C1,Average Maximum Temperature,2019,2019M03,4,Casement,Degrees C,11.2,3.5,7.4,16.9,-2.8
MTM02C1,Average Maximum Temperature,2019,2019M03,5,Claremorris,Degrees C,10.7,3.9,7.3,14.4,-0.1
MTM02C1,Average Maximum Temperature,2019,2019M03,6,Clones,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M03,7,CorkAirport,Degrees C,10.9,3.8,7.3,16.8,-0.4
MTM02C1,Average Maximum Temperature,2019,2019M03,8,DublinAirport,Degrees C,11.3,3.9,7.6,16.8,-2.1
MTM02C1,Average Maximum Temperature,2019,2019M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M03,10,Kilkenny,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M03,11,Malin-Head,Degrees C,9.9,5.4,7.7,14.7,2.1
MTM02C1,Average Maximum Temperature,2019,2019M03,12,Mullingar,Degrees C,10.9,3,6.9,16.4,-2.5
MTM02C1,Average Maximum Temperature,2019,2019M03,13,Roches-Point,Degrees C,11,5.4,8.2,14.5,2.1
MTM02C1,Average Maximum Temperature,2019,2019M03,14,Rosslare,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M03,15,Shannon-Airport,Degrees C,11.3,4.3,7.9,17.3,0.7
MTM02C1,Average Maximum Temperature,2019,2019M04,1,Belmullet,Degrees C,13.7,7,10.3,21,1.1
MTM02C1,Average Maximum Temperature,2019,2019M04,2,Birr,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,2019,2019M04,3,Valentia-Observatory,Degrees C,13.4,7.7,10.6,20.4,-1
MTM02C1,Average Maximum Temperature,2019,2019M04,4,Casement,Degrees C,12.4,4.9,8.7,21.6,-1.7
MTM02C1,Average Maximum Temperature,2019,2019M04,5,Claremorris,Degrees C,13.6,5.2,9.4,22,-0.5
MTM02C1,Average Maximum Temperature,2019,2019M04,6,Clones,Degrees C,,,,,
